,Class_Error,Freerun_Steps,Layer_Activity_0,Layer_Activity_1,Layer_Activity_2,Layer_Activity_3,Layer_Activity_4,Layer_Diversity_0,Layer_Diversity_1,Layer_Diversity_2,Layer_Diversity_3,Layer_Diversity_4,Learnrate,Recon_Error,Temperature,Test_Epoch,Train_Epoch,W_mean_0,W_mean_1,W_mean_2,W_mean_3
19,,4,6599.570958137512,24910.79590988159,22099.57167816162,21346.95761489868,5113.862919807434,0.161032035946846,0.40088534355163574,0.23669204115867615,0.24449442327022552,0.16190525889396667,[9.814e-05 9.814e-05 9.814e-05 9.814e-05],,0.009999998100000362,,19,0.9999999403953552,0.8760514259338379,0.4966142475605011,0.2219250649213791
20,,4,6599.705466270447,24887.61619567871,22151.656581878662,21548.5454788208,5047.213280677795,0.16823692619800568,0.396637499332428,0.24166439473628998,0.25005900859832764,0.15398189425468445,[9.804e-05 9.804e-05 9.804e-05 9.804e-05],,0.0099999980000004,,20,0.9999995231628418,0.8925193548202515,0.5015974640846252,0.2304588407278061
21,,4,6575.628483772278,25073.393924713135,22653.927211761475,21104.67477798462,5045.279541254044,0.1552579551935196,0.39627814292907715,0.21987681090831757,0.24258483946323395,0.1719437539577484,[9.794e-05 9.794e-05 9.794e-05 9.794e-05],,0.00999999790000044,,21,0.9999998211860657,0.9094277620315552,0.505450427532196,0.2376912534236908
22,,4,6585.098573684692,24897.16367340088,22253.147464752197,20508.715141296387,5087.332277774811,0.15897323191165924,0.4002908766269684,0.2416732758283615,0.25023090839385986,0.152104914188385,[9.785e-05 9.785e-05 9.785e-05 9.785e-05],,0.009999997800000484,,22,1.0000001192092896,0.9258806705474854,0.5089378356933594,0.24468965828418732
23,,4,6577.141686439514,25056.42430114746,21997.789875030518,20327.026252746582,5105.301664829254,0.15172407031059265,0.39947861433029175,0.23528264462947845,0.25473394989967346,0.1545848548412323,[9.775e-05 9.775e-05 9.775e-05 9.775e-05],,0.00999999770000053,,23,0.9999999403953552,0.9421790838241577,0.5122992992401123,0.25137078762054443
24,,4,6610.492810249329,25071.535411834717,22045.64443206787,20482.226222991943,5045.516911506653,0.1565297394990921,0.4028383493423462,0.23179782927036285,0.23491716384887695,0.12956540286540985,[9.766e-05 9.766e-05 9.766e-05 9.766e-05],,0.009999997600000575,,24,0.9999998211860657,0.9570916891098022,0.5160214900970459,0.25801578164100647
25,,4,6591.7555809021,25006.848503112793,21961.664600372314,20251.503017425537,5098.031083583832,0.16342273354530334,0.4089744985103607,0.24235844612121582,0.23110197484493256,0.14216837286949158,[9.756e-05 9.756e-05 9.756e-05 9.756e-05],,0.009999997500000624,,25,1.0,0.9727297425270081,0.5196060538291931,0.26466038823127747
26,,4,6589.257905006409,24951.987907409668,21642.682865142822,19985.65253829956,5013.266743659973,0.1605394184589386,0.3866175413131714,0.22260624170303345,0.22826145589351654,0.13598529994487762,[9.747e-05 9.747e-05 9.747e-05 9.747e-05],,0.009999997400000677,,26,1.000000238418579,0.9876099824905396,0.5229342579841614,0.271005779504776
27,,4,6610.076541900635,24870.056518554688,21579.42222595215,20213.18784713745,5079.721571922302,0.15362654626369476,0.40041330456733704,0.2172621190547943,0.2375146746635437,0.149311363697052,[9.737e-05 9.737e-05 9.737e-05 9.737e-05],,0.00999999730000073,,27,1.0,0.9999996423721313,0.5263707637786865,0.27740755677223206
28,,4,6597.949895858765,24786.856605529785,21456.22625732422,19954.864631652832,5053.108480930328,0.16134855151176453,0.40366634726524353,0.24019011855125427,0.2444569319486618,0.17592495679855347,[9.728e-05 9.728e-05 9.728e-05 9.728e-05],,0.009999997200000783,,28,1.0000003576278687,0.9999902844429016,0.52965247631073,0.2837833762168884
29,,4,6609.950124740601,24765.08282852173,21093.91107559204,19658.597930908203,5062.7740597724915,0.15914201736450195,0.4022684693336487,0.21732328832149506,0.23903273046016693,0.16398009657859802,[9.718e-05 9.718e-05 9.718e-05 9.718e-05],,0.009999997100000841,,29,1.0000001192092896,0.9999997615814209,0.533362090587616,0.29031121730804443
30,,4,6574.757656097412,25084.787841796875,21771.43430328369,19849.111080169678,4976.221438407898,0.15817394852638245,0.3977813720703125,0.2218836396932602,0.2297917902469635,0.184238001704216,[9.709e-05 9.709e-05 9.709e-05 9.709e-05],,0.0099999970000009,,30,0.9999998211860657,0.999999463558197,0.5360599756240845,0.29660090804100037
31,,4,6599.290345191956,25174.97780609131,22248.016174316406,20472.416172027588,5000.200258731842,0.16068615019321442,0.3996022641658783,0.23521088063716888,0.21804505586624146,0.15141470730304718,[9.699e-05 9.699e-05 9.699e-05 9.699e-05],,0.009999996900000961,,31,0.9999998211860657,0.9999998807907104,0.5404322147369385,0.3043098747730255
32,,4,6604.133809089661,25018.012130737305,22496.593910217285,21331.87477493286,4987.8324065208435,0.16128741204738617,0.40279027819633484,0.2210887223482132,0.22710473835468292,0.1819208860397339,[9.69e-05 9.69e-05 9.69e-05 9.69e-05],,0.009999996800001024,,32,1.0000001192092896,0.9999971985816956,0.544640839099884,0.31245994567871094
33,,4,6583.068176269531,25295.09091567993,22902.945415496826,21495.288871765137,5035.888305902481,0.15591657161712646,0.3998737633228302,0.21725435554981232,0.21342700719833374,0.13741493225097656,[9.681e-05 9.681e-05 9.681e-05 9.681e-05],,0.009999996700001089,,33,1.0,0.9999567866325378,0.5489447712898254,0.3207893967628479
34,,4,6601.956171035767,24990.383838653564,23080.408130645752,21860.674770355225,5002.173025608063,0.16302865743637085,0.385295033454895,0.22110645473003387,0.22486746311187744,0.15633442997932434,[9.671e-05 9.671e-05 9.671e-05 9.671e-05],,0.009999996600001155,,34,1.0000004768371582,0.9999828934669495,0.552733302116394,0.32895326614379883
35,,4,6604.919998168945,24789.446418762207,22933.066665649414,22638.808055877686,5066.453535079956,0.15794411301612854,0.40365156531333923,0.21499891579151154,0.22817465662956238,0.13685718178749084,[9.662e-05 9.662e-05 9.662e-05 9.662e-05],,0.009999996500001225,,35,1.0000001192092896,1.0000001192092896,0.5568182468414307,0.33742815256118774
36,,4,6582.036194801331,24762.864631652832,22627.43840789795,22692.044456481934,5091.521243572235,0.16078807413578033,0.3845402002334595,0.20971611142158508,0.2235012650489807,0.1518150120973587,[9.653e-05 9.653e-05 9.653e-05 9.653e-05],,0.009999996400001297,,36,1.000000238418579,1.0,0.5607004165649414,0.34553492069244385
37,,4,6589.515301704407,24953.789863586426,22927.890968322754,23191.119228363037,4961.812750339508,0.15503549575805664,0.4009961187839508,0.2069353461265564,0.2151288539171219,0.14922018349170685,[9.643e-05 9.643e-05 9.643e-05 9.643e-05],,0.00999999630000137,,37,0.9999999403953552,0.9999339580535889,0.5652911067008972,0.35365498065948486
38,,4,6597.743497848511,24928.545433044434,23099.46263885498,24009.252544403076,5035.006583213806,0.1619090586900711,0.39247092604637146,0.2138824760913849,0.21778778731822968,0.1305069476366043,[9.634e-05 9.634e-05 9.634e-05 9.634e-05],,0.009999996200001445,,38,1.000000238418579,0.9999277591705322,0.5692673325538635,0.3621710240840912
39,,4,6597.290112495422,24820.13331222534,22852.929306030273,24530.626247406006,5056.938436985016,0.15783728659152985,0.4072665274143219,0.20645764470100403,0.2354542762041092,0.13691169023513794,[9.625e-05 9.625e-05 9.625e-05 9.625e-05],,0.009999996100001522,,39,1.0,0.9999962449073792,0.5738465189933777,0.3709849417209625
40,,4,6574.094380378723,25121.07476043701,23255.664669036865,24140.44845199585,5078.1612911224365,0.1542140692472458,0.4034745395183563,0.20044830441474915,0.22731813788414001,0.1515386700630188,[9.615e-05 9.615e-05 9.615e-05 9.615e-05],,0.0099999960000016,,40,0.9999998211860657,1.0000008344650269,0.5774908065795898,0.37941575050354004
41,,4,6609.145413398743,25081.107067108154,23180.8484916687,24050.90911102295,5004.540625095367,0.15794268250465393,0.38902613520622253,0.2040681391954422,0.22118182480335236,0.20235870778560638,[9.606e-05 9.606e-05 9.606e-05 9.606e-05],,0.00999999590000168,,41,0.9999999403953552,0.9999998211860657,0.5807402729988098,0.38533303141593933
42,,4,6600.03595161438,24754.00403213501,23054.751552581787,23741.41010284424,5010.001431941986,0.1582673341035843,0.39220672845840454,0.20249293744564056,0.19272500276565552,0.14588889479637146,[9.597e-05 9.597e-05 9.597e-05 9.597e-05],,0.009999995800001764,,42,0.9999997615814209,1.0000001192092896,0.5837934613227844,0.3912695050239563
43,,4,6585.8742933273315,24908.63028717041,22788.880798339844,22898.472686767578,5137.504469394684,0.15545544028282166,0.40899738669395447,0.20122697949409485,0.2141704112291336,0.1550990492105484,[9.588e-05 9.588e-05 9.588e-05 9.588e-05],,0.00999999570000185,,43,0.9999997615814209,0.9999998211860657,0.5859886407852173,0.3969058096408844
44,,4,6589.562853813171,25064.242458343506,22827.95146560669,22518.763633728027,5083.57510471344,0.1558125913143158,0.4090885519981384,0.2064041793346405,0.2115713357925415,0.140019491314888,[9.579e-05 9.579e-05 9.579e-05 9.579e-05],,0.009999995600001936,,44,0.9999998211860657,0.9999663829803467,0.5888077616691589,0.4023991823196411
45,,4,6589.320502281189,24863.59190750122,22783.97170639038,22680.355590820312,4951.574492454529,0.14984911680221558,0.390732079744339,0.19366256892681122,0.20558936893939972,0.21934831142425537,[9.569e-05 9.569e-05 9.569e-05 9.569e-05],,0.009999995500002025,,45,0.9999998807907104,1.0000001192092896,0.592090904712677,0.4078550636768341
46,,4,6608.26994228363,24831.62020111084,22732.13733291626,22760.892910003662,5100.840437412262,0.15310916304588318,0.3801012933254242,0.20053261518478394,0.21580885350704193,0.1508241891860962,[9.56e-05 9.56e-05 9.56e-05 9.56e-05],,0.009999995400002116,,46,1.0000001192092896,0.9999589323997498,0.594385027885437,0.41361939907073975
47,,4,6594.177867889404,24749.503017425537,22575.753509521484,23226.517139434814,5026.985322475433,0.15704472362995148,0.38823896646499634,0.1993129998445511,0.2173496037721634,0.15578731894493103,[9.551e-05 9.551e-05 9.551e-05 9.551e-05],,0.009999995300002208,,47,1.0,0.999983012676239,0.5969211459159851,0.4190446734428406
48,,4,6563.0391845703125,24703.38991165161,22731.810146331787,22821.97177886963,5050.704027175903,0.15715748071670532,0.39954379200935364,0.2176404744386673,0.21201083064079285,0.13745655119419098,[9.542e-05 9.542e-05 9.542e-05 9.542e-05],,0.009999995200002304,,48,0.9999997615814209,0.9999666213989258,0.5992348194122314,0.42443645000457764
49,,4,6575.982145309448,25220.96967315674,23290.969722747803,22277.890941619873,5043.26530790329,0.16174191236495972,0.41013726592063904,0.2304491251707077,0.1993461549282074,0.15229420363903046,[9.533e-05 9.533e-05 9.533e-05 9.533e-05],,0.009999995100002402,,49,1.0,0.9999997615814209,0.6019392013549805,0.42969924211502075
50,,4,6595.127548217773,25334.545471191406,23441.955547332764,21984.157497406006,4979.2690143585205,0.15833280980587006,0.39836063981056213,0.21760621666908264,0.20738919079303741,0.1593671292066574,[9.524e-05 9.524e-05 9.524e-05 9.524e-05],,0.0099999950000025,,50,0.9999999403953552,1.0000001192092896,0.6045420169830322,0.43515926599502563
51,,4,6587.410706520081,25307.018215179443,23656.206020355225,22263.935340881348,5083.370100975037,0.15655602514743805,0.3830443024635315,0.21630170941352844,0.20222502946853638,0.16859397292137146,[9.515e-05 9.515e-05 9.515e-05 9.515e-05],,0.009999994900002602,,51,0.9999998807907104,1.0000001192092896,0.6075931787490845,0.44082140922546387
52,,4,6597.962650299072,24933.3737449646,23250.46865081787,22133.32523727417,5025.795116424561,0.15678037703037262,0.39744558930397034,0.19853076338768005,0.22099213302135468,0.18139398097991943,[9.506e-05 9.506e-05 9.506e-05 9.506e-05],,0.009999994800002705,,52,1.0,0.999998927116394,0.6105873584747314,0.4460664987564087
53,,4,6581.401887893677,25038.25454711914,23449.559547424316,21799.31723022461,5061.456731796265,0.15841512382030487,0.39986884593963623,0.21312551200389862,0.20710445940494537,0.16565333306789398,[9.497e-05 9.497e-05 9.497e-05 9.497e-05],,0.009999994700002809,,53,1.0,0.9999955296516418,0.6137370467185974,0.4515094757080078
54,,4,6591.43087387085,25135.73736190796,23710.59800338745,21936.40805053711,5073.935699462891,0.15259909629821777,0.39708200097084045,0.20033736526966095,0.19765782356262207,0.14793112874031067,[9.488e-05 9.488e-05 9.488e-05 9.488e-05],,0.009999994600002915,,54,1.000000238418579,0.9999874234199524,0.6163542866706848,0.4570554196834564
55,,4,6596.2279920578,24925.721199035645,23662.92925262451,21966.290885925293,5104.8776087760925,0.15412761270999908,0.39129358530044556,0.21527034044265747,0.2093123197555542,0.1700609177350998,[9.479e-05 9.479e-05 9.479e-05 9.479e-05],,0.009999994500003025,,55,1.0000001192092896,0.9999997615814209,0.6188944578170776,0.46247029304504395
56,,4,6586.516709327698,25154.860557556152,23748.933334350586,21069.46671295166,4983.975882530212,0.1515800803899765,0.39996787905693054,0.2127760350704193,0.21882127225399017,0.15995316207408905,[9.47e-05 9.47e-05 9.47e-05 9.47e-05],,0.009999994400003136,,56,0.9999998807907104,1.000000238418579,0.6221485137939453,0.4675227999687195
57,,4,6570.696891784668,25234.505081176758,23845.30100250244,20731.16767501831,5053.151536464691,0.15090003609657288,0.3980175256729126,0.20284777879714966,0.18980726599693298,0.1751861721277237,[9.461e-05 9.461e-05 9.461e-05 9.461e-05],,0.00999999430000325,,57,0.9999998211860657,0.9999999403953552,0.624693751335144,0.4726482629776001
58,,4,6584.776203155518,25355.337406158447,24074.759536743164,20933.098964691162,4977.925581216812,0.1607743352651596,0.401613712310791,0.21261708438396454,0.20021358132362366,0.1476801335811615,[9.452e-05 9.452e-05 9.452e-05 9.452e-05],,0.009999994200003364,,58,1.0000001192092896,0.9999648332595825,0.6278355717658997,0.47765520215034485
59,,4,6590.694582939148,25282.99802017212,24325.608055114746,21195.022243499756,5044.998617649078,0.15461163222789764,0.3921470642089844,0.1974947452545166,0.19758765399456024,0.13450784981250763,[9.443e-05 9.443e-05 9.443e-05 9.443e-05],,0.009999994100003481,,59,1.0000003576278687,0.9999662041664124,0.6305935382843018,0.48288440704345703
60,,4,6574.814476013184,25402.735275268555,24252.250522613525,21588.646476745605,5030.721256732941,0.15825092792510986,0.39631760120391846,0.21135053038597107,0.19510512053966522,0.15741677582263947,[9.434e-05 9.434e-05 9.434e-05 9.434e-05],,0.0099999940000036,,60,1.0,0.9999865889549255,0.6331790685653687,0.48788270354270935
61,,4,6599.060773849487,25115.612155914307,24112.32325363159,21684.004028320312,5037.645667076111,0.15258921682834625,0.3839513063430786,0.19413168728351593,0.18022143840789795,0.12212667614221573,[9.425e-05 9.425e-05 9.425e-05 9.425e-05],,0.009999993900003721,,61,0.9999999403953552,0.9999949336051941,0.636137068271637,0.4928111732006073
62,,4,6580.8951807022095,24995.325214385986,24572.052463531494,21300.79195022583,5028.129601478577,0.14722096920013428,0.38768815994262695,0.2108471840620041,0.18983373045921326,0.1360841989517212,[9.416e-05 9.416e-05 9.416e-05 9.416e-05],,0.009999993800003845,,62,1.0,1.000000238418579,0.638467013835907,0.49788570404052734
63,,4,6584.474720954895,25229.317253112793,25012.26263809204,21195.42218017578,4948.99276304245,0.1492442935705185,0.38013210892677307,0.21608972549438477,0.19237397611141205,0.15010909736156464,[9.407e-05 9.407e-05 9.407e-05 9.407e-05],,0.009999993700003968,,63,0.9999997615814209,0.9999886751174927,0.6415300965309143,0.5027973651885986
64,,4,6572.685513496399,25071.951511383057,24793.430248260498,20985.32928085327,5006.313364982605,0.15832412242889404,0.3971434533596039,0.21605999767780304,0.19560404121875763,0.14543229341506958,[9.398e-05 9.398e-05 9.398e-05 9.398e-05],,0.009999993600004095,,64,0.9999999403953552,1.0000004768371582,0.6441698670387268,0.5074083805084229
65,,4,6573.878719329834,25382.94948577881,24843.236377716064,21226.476802825928,5014.529040813446,0.15897373855113983,0.4072381556034088,0.221624493598938,0.19760487973690033,0.14179866015911102,[9.39e-05 9.39e-05 9.39e-05 9.39e-05],,0.009999993500004224,,65,1.0,1.0000001192092896,0.6463093161582947,0.5122246742248535
66,,4,6617.066331863403,25136.64649963379,24849.75760269165,21441.616172790527,5045.47837638855,0.15517349541187286,0.4034893810749054,0.20685593783855438,0.19379833340644836,0.1731548309326172,[9.381e-05 9.381e-05 9.381e-05 9.381e-05],,0.009999993400004356,,66,1.0000001192092896,0.9999762177467346,0.648989200592041,0.517092764377594
67,,4,6575.165819168091,25084.17778778076,24976.82021331787,21543.68483734131,5024.445924282074,0.15351565182209015,0.3959493041038513,0.2127601057291031,0.17717812955379486,0.15400046110153198,[9.372e-05 9.372e-05 9.372e-05 9.372e-05],,0.009999993300004489,,67,0.9999997019767761,1.0,0.6517090797424316,0.5220744013786316
68,,4,6591.956167221069,24988.44037246704,25039.575729370117,21381.96766281128,5038.419805526733,0.15134532749652863,0.3979504704475403,0.21196892857551575,0.19285744428634644,0.19429731369018555,[9.363e-05 9.363e-05 9.363e-05 9.363e-05],,0.009999993200004624,,68,1.0000001192092896,0.9999750256538391,0.6541329026222229,0.5267717838287354
69,,4,6578.3430070877075,25121.365604400635,25271.022212982178,21548.68691253662,5024.564173221588,0.15234436094760895,0.3828194737434387,0.2090335190296173,0.18130028247833252,0.15931189060211182,[9.355e-05 9.355e-05 9.355e-05 9.355e-05],,0.009999993100004762,,69,0.9999998211860657,0.999965250492096,0.6571305990219116,0.5316466689109802
70,,4,6596.2882833480835,25104.448474884033,25395.414234161377,21638.008129119873,5021.701570034027,0.15946480631828308,0.4006330370903015,0.2247311770915985,0.189950093626976,0.16258098185062408,[9.346e-05 9.346e-05 9.346e-05 9.346e-05],,0.0099999930000049,,70,1.000000238418579,0.9999648332595825,0.6594048738479614,0.5362949371337891
71,,4,6598.973797798157,24808.9252243042,25108.565616607666,21165.21210861206,5066.5618233680725,0.1565493941307068,0.39224401116371155,0.19402192533016205,0.18548744916915894,0.14173541963100433,[9.337e-05 9.337e-05 9.337e-05 9.337e-05],,0.00999999290000504,,71,1.0000001192092896,0.9999712705612183,0.6621594429016113,0.5408647060394287
72,,4,6572.236797332764,25012.73536682129,25107.947509765625,20486.056526184082,4983.659670352936,0.15382279455661774,0.3795006275177002,0.19680394232273102,0.18753813207149506,0.17127899825572968,[9.328e-05 9.328e-05 9.328e-05 9.328e-05],,0.009999992800005185,,72,1.0000001192092896,0.9999762773513794,0.6649142503738403,0.5454282164573669
73,,4,6574.0595989227295,24953.87064743042,25215.1233253479,20528.141429901123,5035.590564727783,0.1576322764158249,0.37735477089881897,0.2003047615289688,0.1722908318042755,0.1433514803647995,[9.32e-05 9.32e-05 9.32e-05 9.32e-05],,0.009999992700005329,,73,0.9999999403953552,0.9999999403953552,0.6670123934745789,0.549939751625061
74,,4,6562.666965484619,25235.999996185303,25471.478748321533,21068.59796142578,4974.447734832764,0.16511009633541107,0.39733999967575073,0.2127159833908081,0.1831323653459549,0.17854975163936615,[9.311e-05 9.311e-05 9.311e-05 9.311e-05],,0.009999992600005477,,74,1.0000004768371582,1.0000001192092896,0.6699085831642151,0.5546016097068787
75,,4,6578.199217796326,24961.66063308716,25157.72926712036,20720.699031829834,5078.5002427101135,0.16039253771305084,0.3922291696071625,0.1992611438035965,0.18400120735168457,0.16636709868907928,[9.302e-05 9.302e-05 9.302e-05 9.302e-05],,0.009999992500005625,,75,0.9999998807907104,1.0000001192092896,0.6719939708709717,0.5591109991073608
76,,4,6576.953839302063,25056.909015655518,25259.42218399048,20779.24443435669,4949.244924545288,0.15760844945907593,0.39426496624946594,0.2036600410938263,0.1893644630908966,0.15215793251991272,[9.294e-05 9.294e-05 9.294e-05 9.294e-05],,0.009999992400005776,,76,1.0,0.9999721646308899,0.6745223999023438,0.5638468265533447
77,,4,6599.201079368591,25047.28896713257,25341.624183654785,20462.137355804443,5043.808212280273,0.1555071324110031,0.3938673734664917,0.20339110493659973,0.18104679882526398,0.1869664490222931,[9.285e-05 9.285e-05 9.285e-05 9.285e-05],,0.009999992300005929,,77,0.9999997615814209,0.9999996423721313,0.6767197251319885,0.5684164762496948
78,,4,6585.954309463501,25105.66464996338,25212.25456237793,20448.105072021484,5028.559826850891,0.15544959902763367,0.37856951355934143,0.19376319646835327,0.17278486490249634,0.16204310953617096,[9.276e-05 9.276e-05 9.276e-05 9.276e-05],,0.009999992200006084,,78,0.9999998807907104,0.9999995827674866,0.6790394186973572,0.5729547142982483
79,,4,6573.054270744324,25151.555572509766,25340.739459991455,20523.01414871216,5004.743814945221,0.15787814557552338,0.39180827140808105,0.2034444659948349,0.1760617047548294,0.1908513903617859,[9.268e-05 9.268e-05 9.268e-05 9.268e-05],,0.00999999210000624,,79,1.0,0.9999995827674866,0.6816327571868896,0.5773584842681885
