2.      Creating RBMs
33.---^  		Epoch: 31 / 50 (took 2.756 sek)
34.---v  		Epoch: 32 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0497 
34.---^  		Epoch: 32 / 50 (took 2.761 sek)
35.---v  		Epoch: 33 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0497 
35.---^  		Epoch: 33 / 50 (took 2.76 sek)
36.---v  		Epoch: 34 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0493 
36.---^  		Epoch: 34 / 50 (took 2.897 sek)
37.---v  		Epoch: 35 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0491 
37.---^  		Epoch: 35 / 50 (took 2.764 sek)
38.---v  		Epoch: 36 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0486 
38.---^  		Epoch: 36 / 50 (took 2.764 sek)
39.---v  		Epoch: 37 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0486 
39.---^  		Epoch: 37 / 50 (took 2.767 sek)
40.---v  		Epoch: 38 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0474 
40.---^  		Epoch: 38 / 50 (took 2.758 sek)
41.---v  		Epoch: 39 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0481 
41.---^  		Epoch: 39 / 50 (took 2.765 sek)
42.---v  		Epoch: 40 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0461 
42.---^  		Epoch: 40 / 50 (took 2.762 sek)
43.---v  		Epoch: 41 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0457 
43.---^  		Epoch: 41 / 50 (took 2.769 sek)
44.---v  		Epoch: 42 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0464 
44.---^  		Epoch: 42 / 50 (took 2.763 sek)
45.---v  		Epoch: 43 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0466 
45.---^  		Epoch: 43 / 50 (took 2.767 sek)
46.---v  		Epoch: 44 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0461 
46.---^  		Epoch: 44 / 50 (took 2.762 sek)
47.---v  		Epoch: 45 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0466 
47.---^  		Epoch: 45 / 50 (took 2.766 sek)
48.---v  		Epoch: 46 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0456 
48.---^  		Epoch: 46 / 50 (took 2.758 sek)
49.---v  		Epoch: 47 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0445 
49.---^  		Epoch: 47 / 50 (took 2.764 sek)
50.---v  		Epoch: 48 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0451 
50.---^  		Epoch: 48 / 50 (took 2.765 sek)
51.---v  		Epoch: 49 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0436 
51.---^  		Epoch: 49 / 50 (took 2.767 sek)
52.---v  		Epoch: 50 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.045 
52.---^  		Epoch: 50 / 50 (took 2.766 sek)
2.--^   	Pretraining  1. RBM (took 138.467 sek)
53.--v   	Pretraining  2. RBM
54.---v  		Epoch: 1 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.3434 
54.---^  		Epoch: 1 / 50 (took 1.674 sek)
55.---v  		Epoch: 2 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.3133 
55.---^  		Epoch: 2 / 50 (took 1.66 sek)
56.---v  		Epoch: 3 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.2821 
56.---^  		Epoch: 3 / 50 (took 1.661 sek)
57.---v  		Epoch: 4 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.2479 
57.---^  		Epoch: 4 / 50 (took 1.66 sek)
58.---v  		Epoch: 5 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.2233 
58.---^  		Epoch: 5 / 50 (took 1.661 sek)
59.---v  		Epoch: 6 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.2074 
59.---^  		Epoch: 6 / 50 (took 1.665 sek)
60.---v  		Epoch: 7 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1942 
60.---^  		Epoch: 7 / 50 (took 1.661 sek)
61.---v  		Epoch: 8 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1833 
61.---^  		Epoch: 8 / 50 (took 1.661 sek)
62.---v  		Epoch: 9 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1676 
62.---^  		Epoch: 9 / 50 (took 1.662 sek)
63.---v  		Epoch: 10 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.167 
63.---^  		Epoch: 10 / 50 (took 1.782 sek)
64.---v  		Epoch: 11 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1597 
64.---^  		Epoch: 11 / 50 (took 1.661 sek)
65.---v  		Epoch: 12 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1534 
65.---^  		Epoch: 12 / 50 (took 1.662 sek)
66.---v  		Epoch: 13 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1491 
66.---^  		Epoch: 13 / 50 (took 1.669 sek)
67.---v  		Epoch: 14 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1448 
67.---^  		Epoch: 14 / 50 (took 1.663 sek)
68.---v  		Epoch: 15 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1401 
68.---^  		Epoch: 15 / 50 (took 1.667 sek)
69.---v  		Epoch: 16 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1391 
69.---^  		Epoch: 16 / 50 (took 1.66 sek)
70.---v  		Epoch: 17 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1356 
70.---^  		Epoch: 17 / 50 (took 1.666 sek)
71.---v  		Epoch: 18 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1295 
71.---^  		Epoch: 18 / 50 (took 1.665 sek)
72.---v  		Epoch: 19 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.132 
72.---^  		Epoch: 19 / 50 (took 1.661 sek)
73.---v  		Epoch: 20 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1283 
73.---^  		Epoch: 20 / 50 (took 1.66 sek)
74.---v  		Epoch: 21 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1251 
74.---^  		Epoch: 21 / 50 (took 1.661 sek)
75.---v  		Epoch: 22 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1231 
75.---^  		Epoch: 22 / 50 (took 1.658 sek)
76.---v  		Epoch: 23 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1226 
76.---^  		Epoch: 23 / 50 (took 1.663 sek)
77.---v  		Epoch: 24 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1197 
77.---^  		Epoch: 24 / 50 (took 1.662 sek)
78.---v  		Epoch: 25 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.118 
78.---^  		Epoch: 25 / 50 (took 1.662 sek)
79.---v  		Epoch: 26 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1177 
79.---^  		Epoch: 26 / 50 (took 1.661 sek)
80.---v  		Epoch: 27 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1158 
80.---^  		Epoch: 27 / 50 (took 1.666 sek)
81.---v  		Epoch: 28 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1174 
81.---^  		Epoch: 28 / 50 (took 1.664 sek)
82.---v  		Epoch: 29 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1154 
82.---^  		Epoch: 29 / 50 (took 1.664 sek)
83.---v  		Epoch: 30 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.115 
83.---^  		Epoch: 30 / 50 (took 1.665 sek)
84.---v  		Epoch: 31 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1094 
84.---^  		Epoch: 31 / 50 (took 1.663 sek)
85.---v  		Epoch: 32 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1114 
85.---^  		Epoch: 32 / 50 (took 1.663 sek)
86.---v  		Epoch: 33 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1117 
86.---^  		Epoch: 33 / 50 (took 1.661 sek)
87.---v  		Epoch: 34 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1083 
87.---^  		Epoch: 34 / 50 (took 1.665 sek)
88.---v  		Epoch: 35 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1051 
88.---^  		Epoch: 35 / 50 (took 1.663 sek)
89.---v  		Epoch: 36 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1074 
89.---^  		Epoch: 36 / 50 (took 1.665 sek)
90.---v  		Epoch: 37 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1048 
90.---^  		Epoch: 37 / 50 (took 1.666 sek)
91.---v  		Epoch: 38 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1068 
91.---^  		Epoch: 38 / 50 (took 1.659 sek)
92.---v  		Epoch: 39 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1062 
92.---^  		Epoch: 39 / 50 (took 1.665 sek)
93.---v  		Epoch: 40 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1056 
93.---^  		Epoch: 40 / 50 (took 1.664 sek)
94.---v  		Epoch: 41 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1045 
94.---^  		Epoch: 41 / 50 (took 1.66 sek)
95.---v  		Epoch: 42 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1072 
95.---^  		Epoch: 42 / 50 (took 1.664 sek)
96.---v  		Epoch: 43 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1053 
96.---^  		Epoch: 43 / 50 (took 1.662 sek)
97.---v  		Epoch: 44 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1041 
97.---^  		Epoch: 44 / 50 (took 1.663 sek)
98.---v  		Epoch: 45 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1023 
98.---^  		Epoch: 45 / 50 (took 1.663 sek)
99.---v  		Epoch: 46 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.103 
99.---^  		Epoch: 46 / 50 (took 1.769 sek)
100.---v  		Epoch: 47 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1003 
100.---^  		Epoch: 47 / 50 (took 1.662 sek)
101.---v  		Epoch: 48 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1001 
101.---^  		Epoch: 48 / 50 (took 1.665 sek)
102.---v  		Epoch: 49 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1006 
102.---^  		Epoch: 49 / 50 (took 1.664 sek)
103.---v  		Epoch: 50 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1018 
103.---^  		Epoch: 50 / 50 (took 1.663 sek)
53.--^   	Pretraining  2. RBM (took 83.432 sek)
104.--v   	Pretraining  3. RBM
105.---v  		Epoch: 1 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.2799 
105.---^  		Epoch: 1 / 50 (took 1.891 sek)
106.---v  		Epoch: 2 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.2617 
106.---^  		Epoch: 2 / 50 (took 1.877 sek)
107.---v  		Epoch: 3 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.2349 
107.---^  		Epoch: 3 / 50 (took 1.875 sek)
108.---v  		Epoch: 4 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.2051 
108.---^  		Epoch: 4 / 50 (took 1.876 sek)
109.---v  		Epoch: 5 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1756 
109.---^  		Epoch: 5 / 50 (took 1.88 sek)
110.---v  		Epoch: 6 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1595 
110.---^  		Epoch: 6 / 50 (took 1.879 sek)
111.---v  		Epoch: 7 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1511 
111.---^  		Epoch: 7 / 50 (took 1.88 sek)
112.---v  		Epoch: 8 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1437 
112.---^  		Epoch: 8 / 50 (took 1.879 sek)
113.---v  		Epoch: 9 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1337 
113.---^  		Epoch: 9 / 50 (took 1.879 sek)
114.---v  		Epoch: 10 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1297 
114.---^  		Epoch: 10 / 50 (took 1.878 sek)
115.---v  		Epoch: 11 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1263 
115.---^  		Epoch: 11 / 50 (took 1.878 sek)
116.---v  		Epoch: 12 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1214 
116.---^  		Epoch: 12 / 50 (took 1.885 sek)
117.---v  		Epoch: 13 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1154 
117.---^  		Epoch: 13 / 50 (took 1.877 sek)
118.---v  		Epoch: 14 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1149 
118.---^  		Epoch: 14 / 50 (took 1.88 sek)
119.---v  		Epoch: 15 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1128 
119.---^  		Epoch: 15 / 50 (took 1.878 sek)
120.---v  		Epoch: 16 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1075 
120.---^  		Epoch: 16 / 50 (took 1.881 sek)
121.---v  		Epoch: 17 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1065 
121.---^  		Epoch: 17 / 50 (took 1.875 sek)
122.---v  		Epoch: 18 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1042 
122.---^  		Epoch: 18 / 50 (took 1.904 sek)
123.---v  		Epoch: 19 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.103 
123.---^  		Epoch: 19 / 50 (took 1.894 sek)
124.---v  		Epoch: 20 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0994 
124.---^  		Epoch: 20 / 50 (took 1.879 sek)
125.---v  		Epoch: 21 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1016 
125.---^  		Epoch: 21 / 50 (took 1.879 sek)
126.---v  		Epoch: 22 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.1012 
126.---^  		Epoch: 22 / 50 (took 1.881 sek)
127.---v  		Epoch: 23 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.099 
127.---^  		Epoch: 23 / 50 (took 1.875 sek)
128.---v  		Epoch: 24 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0988 
128.---^  		Epoch: 24 / 50 (took 1.881 sek)
129.---v  		Epoch: 25 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.098 
129.---^  		Epoch: 25 / 50 (took 1.881 sek)
130.---v  		Epoch: 26 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0957 
130.---^  		Epoch: 26 / 50 (took 1.877 sek)
131.---v  		Epoch: 27 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0944 
131.---^  		Epoch: 27 / 50 (took 1.881 sek)
132.---v  		Epoch: 28 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0955 
132.---^  		Epoch: 28 / 50 (took 1.919 sek)
133.---v  		Epoch: 29 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0941 
133.---^  		Epoch: 29 / 50 (took 2.188 sek)
134.---v  		Epoch: 30 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0931 
134.---^  		Epoch: 30 / 50 (took 2.11 sek)
135.---v  		Epoch: 31 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0931 
135.---^  		Epoch: 31 / 50 (took 1.938 sek)
136.---v  		Epoch: 32 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0934 
136.---^  		Epoch: 32 / 50 (took 2.002 sek)
137.---v  		Epoch: 33 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.093 
137.---^  		Epoch: 33 / 50 (took 2.128 sek)
138.---v  		Epoch: 34 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0917 
138.---^  		Epoch: 34 / 50 (took 2.045 sek)
139.---v  		Epoch: 35 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0925 
139.---^  		Epoch: 35 / 50 (took 2.003 sek)
140.---v  		Epoch: 36 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0922 
140.---^  		Epoch: 36 / 50 (took 1.9 sek)
141.---v  		Epoch: 37 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0934 
141.---^  		Epoch: 37 / 50 (took 1.879 sek)
142.---v  		Epoch: 38 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0917 
142.---^  		Epoch: 38 / 50 (took 1.865 sek)
143.---v  		Epoch: 39 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0912 
143.---^  		Epoch: 39 / 50 (took 1.87 sek)
144.---v  		Epoch: 40 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0904 
144.---^  		Epoch: 40 / 50 (took 1.87 sek)
145.---v  		Epoch: 41 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0881 
145.---^  		Epoch: 41 / 50 (took 1.867 sek)
146.---v  		Epoch: 42 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0904 
146.---^  		Epoch: 42 / 50 (took 1.864 sek)
147.---v  		Epoch: 43 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0899 
147.---^  		Epoch: 43 / 50 (took 1.871 sek)
148.---v  		Epoch: 44 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0915 
148.---^  		Epoch: 44 / 50 (took 1.867 sek)
149.---v  		Epoch: 45 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0912 
149.---^  		Epoch: 45 / 50 (took 1.87 sek)
150.---v  		Epoch: 46 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0897 
150.---^  		Epoch: 46 / 50 (took 1.869 sek)
151.---v  		Epoch: 47 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0897 
151.---^  		Epoch: 47 / 50 (took 1.866 sek)
152.---v  		Epoch: 48 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0886 
152.---^  		Epoch: 48 / 50 (took 1.87 sek)
153.---v  		Epoch: 49 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0886 
153.---^  		Epoch: 49 / 50 (took 1.87 sek)
154.---v  		Epoch: 50 / 50
Info     			Learnrate: 0.0001 
Info     			error 0.0885 
154.---^  		Epoch: 50 / 50 (took 1.869 sek)
104.--^   	Pretraining  3. RBM (took 95.234 sek)
155.--v   	Pretraining  4. RBM
155.--^   	Pretraining  4. RBM (took 0.0 sek)
1.-^    Pretrain Session (took 317.161 sek)
------------------------------------------------

1.-v    DBM Train Session
2.--v   	Run 0
3.      		Initializing graph
Info     		Batchsize: 110 N_Updates 50000 
4.---v  		Deep BM Epoch: 1 / 100
5.      			Shuffling TrainData
6.      			Running Batch
4.---^  		Deep BM Epoch: 1 / 100 (took 23.602 sek)
Info     		Learnrate:  [0. 0. 0. 0.] 
Info     		Temp:  0.01 
Info     		freerun_steps:  4 
------------------------------------------------

1.      		Initializing graph
2.      		loading numpy vars into graph
3.---v  		Testing DBM with 10000 images
4.      			Sampling hidden 10 times 
5.      			Taking only the maximum
3.---^  		Testing DBM with 10000 images (took 2.549 sek)
Info     		------------- Test Log ------------- 
Info     		Reconstr. error normal:  0.04273 
Info     		Class error:  0.4047 
Info     		Wrong Digits:  4047  with average:  0.024 
Info     		Correct Digits:  5953  with average:  0.044 
------------------------------------------------
2.--^   	Run 0 (took 26.979 sek)

1.--v   	Run 1
2.      		Initializing graph
3.      		loading numpy vars into graph
Info     		Batchsize: 110 N_Updates 50000 
4.---v  		Deep BM Epoch: 2 / 100
5.      			Shuffling TrainData
6.      			Running Batch
4.---^  		Deep BM Epoch: 2 / 100 (took 23.105 sek)
Info     		Learnrate:  [0. 0. 0. 0.] 
Info     		Temp:  0.01 
Info     		freerun_steps:  4 
------------------------------------------------
1.--^   	Run 1 (took 23.799 sek)

1.--v   	Run 2
Info     		Batchsize: 110 N_Updates 50000 
2.---v  		Deep BM Epoch: 3 / 100
3.      			Shuffling TrainData
4.      			Running Batch
2.---^  		Deep BM Epoch: 3 / 100 (took 23.179 sek)
Info     		Learnrate:  [0. 0. 0. 0.] 
Info     		Temp:  0.01 
Info     		freerun_steps:  4 
------------------------------------------------
1.--^   	Run 2 (took 23.186 sek)

1.--v   	Run 3
Info     		Batchsize: 110 N_Updates 50000 
2.---v  		Deep BM Epoch: 4 / 100
3.      			Shuffling TrainData
4.      			Running Batch
2.---^  		Deep BM Epoch: 4 / 100 (took 23.304 sek)
Info     		Learnrate:  [0. 0. 0. 0.] 
Info     		Temp:  0.01 
Info     		freerun_steps:  4 
------------------------------------------------
1.--^   	Run 3 (took 23.311 sek)

1.--v   	Run 4
Info     		Batchsize: 110 N_Updates 50000 
2.---v  		Deep BM Epoch: 5 / 100
3.      			Shuffling TrainData
4.      			Running Batch
2.---^  		Deep BM Epoch: 5 / 100 (took 23.212 sek)
Info     		Learnrate:  [0. 0. 0. 0.] 
Info     		Temp:  0.01 
Info     		freerun_steps:  4 
------------------------------------------------
1.--^   	Run 4 (took 23.22 sek)

1.--v   	Run 5
Info     		Batchsize: 110 N_Updates 50000 
2.---v  		Deep BM Epoch: 6 / 100
3.      			Shuffling TrainData
4.      			Running Batch
2.---^  		Deep BM Epoch: 6 / 100 (took 23.336 sek)
Info     		Learnrate:  [0. 0. 0. 0.] 
Info     		Temp:  0.01 
Info     		freerun_steps:  4 
------------------------------------------------
1.--^   	Run 5 (took 23.343 sek)

1.--v   	Run 6
Info     		Batchsize: 110 N_Updates 50000 
2.---v  		Deep BM Epoch: 7 / 100
3.      			Shuffling TrainData
4.      			Running Batch
2.---^  		Deep BM Epoch: 7 / 100 (took 23.228 sek)
Info     		Learnrate:  [9.9e-05 9.9e-05 9.9e-05 9.9e-05] 
Info     		Temp:  0.01 
Info     		freerun_steps:  4 
------------------------------------------------
1.--^   	Run 6 (took 23.236 sek)

1.--v   	Run 7
Info     		Batchsize: 110 N_Updates 50000 
2.---v  		Deep BM Epoch: 8 / 100
3.      			Shuffling TrainData
4.      			Running Batch
2.---^  		Deep BM Epoch: 8 / 100 (took 23.234 sek)
Info     		Learnrate:  [9.9e-05 9.9e-05 9.9e-05 9.9e-05] 
Info     		Temp:  0.01 
Info     		freerun_steps:  4 
------------------------------------------------
1.--^   	Run 7 (took 23.241 sek)

1.--v   	Run 8
Info     		Batchsize: 110 N_Updates 50000 
2.---v  		Deep BM Epoch: 9 / 100
3.      			Shuffling TrainData
4.      			Running Batch
2.---^  		Deep BM Epoch: 9 / 100 (took 23.345 sek)
Info     		Learnrate:  [9.9e-05 9.9e-05 9.9e-05 9.9e-05] 
Info     		Temp:  0.01 
Info     		freerun_steps:  4 
------------------------------------------------
1.--^   	Run 8 (took 23.352 sek)

1.--v   	Run 9
Info     		Batchsize: 110 N_Updates 50000 
2.---v  		Deep BM Epoch: 10 / 100
3.      			Shuffling TrainData
4.      			Running Batch
2.---^  		Deep BM Epoch: 10 / 100 (took 23.228 sek)
Info     		Learnrate:  [9.9e-05 9.9e-05 9.9e-05 9.9e-05] 
