2.      Creating RBMs
34.---v  		Epoch: 32 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0338 
34.---^  		Epoch: 32 / 50 (took 5.502 sek)
35.---v  		Epoch: 33 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0332 
35.---^  		Epoch: 33 / 50 (took 5.541 sek)
36.---v  		Epoch: 34 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0336 
36.---^  		Epoch: 34 / 50 (took 5.591 sek)
37.---v  		Epoch: 35 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0332 
37.---^  		Epoch: 35 / 50 (took 5.573 sek)
38.---v  		Epoch: 36 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0335 
38.---^  		Epoch: 36 / 50 (took 5.632 sek)
39.---v  		Epoch: 37 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0332 
39.---^  		Epoch: 37 / 50 (took 5.508 sek)
40.---v  		Epoch: 38 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0319 
40.---^  		Epoch: 38 / 50 (took 5.504 sek)
41.---v  		Epoch: 39 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0325 
41.---^  		Epoch: 39 / 50 (took 5.512 sek)
42.---v  		Epoch: 40 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0329 
42.---^  		Epoch: 40 / 50 (took 5.561 sek)
43.---v  		Epoch: 41 / 50
Info     			Learnrate: 0.01 
Info     			error 0.033 
43.---^  		Epoch: 41 / 50 (took 5.556 sek)
44.---v  		Epoch: 42 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0328 
44.---^  		Epoch: 42 / 50 (took 5.584 sek)
45.---v  		Epoch: 43 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0329 
45.---^  		Epoch: 43 / 50 (took 5.68 sek)
46.---v  		Epoch: 44 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0331 
46.---^  		Epoch: 44 / 50 (took 5.551 sek)
47.---v  		Epoch: 45 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0325 
47.---^  		Epoch: 45 / 50 (took 4.642 sek)
48.---v  		Epoch: 46 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0324 
48.---^  		Epoch: 46 / 50 (took 5.598 sek)
49.---v  		Epoch: 47 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0321 
49.---^  		Epoch: 47 / 50 (took 5.58 sek)
50.---v  		Epoch: 48 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0327 
50.---^  		Epoch: 48 / 50 (took 5.583 sek)
51.---v  		Epoch: 49 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0322 
51.---^  		Epoch: 49 / 50 (took 5.61 sek)
52.---v  		Epoch: 50 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0328 
52.---^  		Epoch: 50 / 50 (took 5.572 sek)
2.--^   	Pretraining  1. RBM (took 275.123 sek)
53.--v   	Pretraining  2. RBM
54.---v  		Epoch: 1 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0668 
54.---^  		Epoch: 1 / 50 (took 3.041 sek)
55.---v  		Epoch: 2 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0564 
55.---^  		Epoch: 2 / 50 (took 2.912 sek)
56.---v  		Epoch: 3 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0537 
56.---^  		Epoch: 3 / 50 (took 3.074 sek)
57.---v  		Epoch: 4 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0522 
57.---^  		Epoch: 4 / 50 (took 3.067 sek)
58.---v  		Epoch: 5 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0492 
58.---^  		Epoch: 5 / 50 (took 3.122 sek)
59.---v  		Epoch: 6 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0483 
59.---^  		Epoch: 6 / 50 (took 3.05 sek)
60.---v  		Epoch: 7 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0482 
60.---^  		Epoch: 7 / 50 (took 3.022 sek)
61.---v  		Epoch: 8 / 50
Info     			Learnrate: 0.01 
Info     			error 0.046 
61.---^  		Epoch: 8 / 50 (took 3.046 sek)
62.---v  		Epoch: 9 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0465 
62.---^  		Epoch: 9 / 50 (took 3.07 sek)
63.---v  		Epoch: 10 / 50
Info     			Learnrate: 0.01 
Info     			error 0.047 
63.---^  		Epoch: 10 / 50 (took 3.018 sek)
64.---v  		Epoch: 11 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0475 
64.---^  		Epoch: 11 / 50 (took 3.013 sek)
65.---v  		Epoch: 12 / 50
Info     			Learnrate: 0.01 
Info     			error 0.046 
65.---^  		Epoch: 12 / 50 (took 2.987 sek)
66.---v  		Epoch: 13 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0472 
66.---^  		Epoch: 13 / 50 (took 3.033 sek)
67.---v  		Epoch: 14 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0474 
67.---^  		Epoch: 14 / 50 (took 2.994 sek)
68.---v  		Epoch: 15 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0465 
68.---^  		Epoch: 15 / 50 (took 3.009 sek)
69.---v  		Epoch: 16 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0457 
69.---^  		Epoch: 16 / 50 (took 3.053 sek)
70.---v  		Epoch: 17 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0461 
70.---^  		Epoch: 17 / 50 (took 3.043 sek)
71.---v  		Epoch: 18 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0464 
71.---^  		Epoch: 18 / 50 (took 3.04 sek)
72.---v  		Epoch: 19 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0459 
72.---^  		Epoch: 19 / 50 (took 3.029 sek)
73.---v  		Epoch: 20 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0451 
73.---^  		Epoch: 20 / 50 (took 3.047 sek)
74.---v  		Epoch: 21 / 50
Info     			Learnrate: 0.01 
Info     			error 0.045 
74.---^  		Epoch: 21 / 50 (took 3.055 sek)
75.---v  		Epoch: 22 / 50
Info     			Learnrate: 0.01 
Info     			error 0.046 
75.---^  		Epoch: 22 / 50 (took 2.979 sek)
76.---v  		Epoch: 23 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0442 
76.---^  		Epoch: 23 / 50 (took 3.035 sek)
77.---v  		Epoch: 24 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0437 
77.---^  		Epoch: 24 / 50 (took 3.027 sek)
78.---v  		Epoch: 25 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0442 
78.---^  		Epoch: 25 / 50 (took 3.059 sek)
79.---v  		Epoch: 26 / 50
Info     			Learnrate: 0.01 
Info     			error 0.044 
79.---^  		Epoch: 26 / 50 (took 3.046 sek)
80.---v  		Epoch: 27 / 50
Info     			Learnrate: 0.01 
Info     			error 0.044 
80.---^  		Epoch: 27 / 50 (took 3.106 sek)
81.---v  		Epoch: 28 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0432 
81.---^  		Epoch: 28 / 50 (took 3.039 sek)
82.---v  		Epoch: 29 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0454 
82.---^  		Epoch: 29 / 50 (took 3.031 sek)
83.---v  		Epoch: 30 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0444 
83.---^  		Epoch: 30 / 50 (took 2.992 sek)
84.---v  		Epoch: 31 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0436 
84.---^  		Epoch: 31 / 50 (took 3.046 sek)
85.---v  		Epoch: 32 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0444 
85.---^  		Epoch: 32 / 50 (took 2.997 sek)
86.---v  		Epoch: 33 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0442 
86.---^  		Epoch: 33 / 50 (took 3.022 sek)
87.---v  		Epoch: 34 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0443 
87.---^  		Epoch: 34 / 50 (took 2.999 sek)
88.---v  		Epoch: 35 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0438 
88.---^  		Epoch: 35 / 50 (took 3.002 sek)
89.---v  		Epoch: 36 / 50
Info     			Learnrate: 0.01 
Info     			error 0.044 
89.---^  		Epoch: 36 / 50 (took 3.023 sek)
90.---v  		Epoch: 37 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0453 
90.---^  		Epoch: 37 / 50 (took 3.075 sek)
91.---v  		Epoch: 38 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0435 
91.---^  		Epoch: 38 / 50 (took 3.019 sek)
92.---v  		Epoch: 39 / 50
Info     			Learnrate: 0.01 
Info     			error 0.044 
92.---^  		Epoch: 39 / 50 (took 3.079 sek)
93.---v  		Epoch: 40 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0451 
93.---^  		Epoch: 40 / 50 (took 3.097 sek)
94.---v  		Epoch: 41 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0433 
94.---^  		Epoch: 41 / 50 (took 3.083 sek)
95.---v  		Epoch: 42 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0451 
95.---^  		Epoch: 42 / 50 (took 2.896 sek)
96.---v  		Epoch: 43 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0443 
96.---^  		Epoch: 43 / 50 (took 3.614 sek)
97.---v  		Epoch: 44 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0444 
97.---^  		Epoch: 44 / 50 (took 2.74 sek)
98.---v  		Epoch: 45 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0447 
98.---^  		Epoch: 45 / 50 (took 2.273 sek)
99.---v  		Epoch: 46 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0446 
99.---^  		Epoch: 46 / 50 (took 2.911 sek)
100.---v  		Epoch: 47 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0438 
100.---^  		Epoch: 47 / 50 (took 3.174 sek)
101.---v  		Epoch: 48 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0429 
101.---^  		Epoch: 48 / 50 (took 3.001 sek)
102.---v  		Epoch: 49 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0435 
102.---^  		Epoch: 49 / 50 (took 3.041 sek)
103.---v  		Epoch: 50 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0447 
103.---^  		Epoch: 50 / 50 (took 3.066 sek)
53.--^   	Pretraining  2. RBM (took 151.252 sek)
104.--v   	Pretraining  3. RBM
105.---v  		Epoch: 1 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1285 
105.---^  		Epoch: 1 / 50 (took 2.561 sek)
106.---v  		Epoch: 2 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1041 
106.---^  		Epoch: 2 / 50 (took 2.543 sek)
107.---v  		Epoch: 3 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1024 
107.---^  		Epoch: 3 / 50 (took 2.518 sek)
108.---v  		Epoch: 4 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0964 
108.---^  		Epoch: 4 / 50 (took 2.556 sek)
109.---v  		Epoch: 5 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0877 
109.---^  		Epoch: 5 / 50 (took 2.475 sek)
110.---v  		Epoch: 6 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0886 
110.---^  		Epoch: 6 / 50 (took 2.517 sek)
111.---v  		Epoch: 7 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0863 
111.---^  		Epoch: 7 / 50 (took 2.359 sek)
112.---v  		Epoch: 8 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0885 
112.---^  		Epoch: 8 / 50 (took 2.535 sek)
113.---v  		Epoch: 9 / 50
Info     			Learnrate: 0.01 
Info     			error 0.084 
113.---^  		Epoch: 9 / 50 (took 2.552 sek)
114.---v  		Epoch: 10 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0835 
114.---^  		Epoch: 10 / 50 (took 2.491 sek)
115.---v  		Epoch: 11 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0805 
115.---^  		Epoch: 11 / 50 (took 2.52 sek)
116.---v  		Epoch: 12 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0794 
116.---^  		Epoch: 12 / 50 (took 2.501 sek)
117.---v  		Epoch: 13 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0777 
117.---^  		Epoch: 13 / 50 (took 2.486 sek)
118.---v  		Epoch: 14 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0767 
118.---^  		Epoch: 14 / 50 (took 2.55 sek)
119.---v  		Epoch: 15 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0787 
119.---^  		Epoch: 15 / 50 (took 2.497 sek)
120.---v  		Epoch: 16 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0762 
120.---^  		Epoch: 16 / 50 (took 2.52 sek)
121.---v  		Epoch: 17 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0762 
121.---^  		Epoch: 17 / 50 (took 2.557 sek)
122.---v  		Epoch: 18 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0805 
122.---^  		Epoch: 18 / 50 (took 2.46 sek)
123.---v  		Epoch: 19 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0761 
123.---^  		Epoch: 19 / 50 (took 2.489 sek)
124.---v  		Epoch: 20 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0764 
124.---^  		Epoch: 20 / 50 (took 2.465 sek)
125.---v  		Epoch: 21 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0772 
125.---^  		Epoch: 21 / 50 (took 2.533 sek)
126.---v  		Epoch: 22 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0786 
126.---^  		Epoch: 22 / 50 (took 2.475 sek)
127.---v  		Epoch: 23 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0812 
127.---^  		Epoch: 23 / 50 (took 2.565 sek)
128.---v  		Epoch: 24 / 50
Info     			Learnrate: 0.01 
Info     			error 0.079 
128.---^  		Epoch: 24 / 50 (took 2.544 sek)
129.---v  		Epoch: 25 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0781 
129.---^  		Epoch: 25 / 50 (took 2.604 sek)
130.---v  		Epoch: 26 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0791 
130.---^  		Epoch: 26 / 50 (took 2.523 sek)
131.---v  		Epoch: 27 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0791 
131.---^  		Epoch: 27 / 50 (took 2.535 sek)
132.---v  		Epoch: 28 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0761 
132.---^  		Epoch: 28 / 50 (took 2.521 sek)
133.---v  		Epoch: 29 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0799 
133.---^  		Epoch: 29 / 50 (took 2.523 sek)
134.---v  		Epoch: 30 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0758 
134.---^  		Epoch: 30 / 50 (took 2.489 sek)
135.---v  		Epoch: 31 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0787 
135.---^  		Epoch: 31 / 50 (took 2.582 sek)
136.---v  		Epoch: 32 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0825 
136.---^  		Epoch: 32 / 50 (took 2.466 sek)
137.---v  		Epoch: 33 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0766 
137.---^  		Epoch: 33 / 50 (took 2.659 sek)
138.---v  		Epoch: 34 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0779 
138.---^  		Epoch: 34 / 50 (took 2.477 sek)
139.---v  		Epoch: 35 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0753 
139.---^  		Epoch: 35 / 50 (took 2.534 sek)
140.---v  		Epoch: 36 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0803 
140.---^  		Epoch: 36 / 50 (took 2.501 sek)
141.---v  		Epoch: 37 / 50
Info     			Learnrate: 0.01 
Info     			error 0.077 
141.---^  		Epoch: 37 / 50 (took 2.495 sek)
142.---v  		Epoch: 38 / 50
Info     			Learnrate: 0.01 
Info     			error 0.076 
142.---^  		Epoch: 38 / 50 (took 2.551 sek)
143.---v  		Epoch: 39 / 50
Info     			Learnrate: 0.01 
Info     			error 0.077 
143.---^  		Epoch: 39 / 50 (took 2.516 sek)
144.---v  		Epoch: 40 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0742 
144.---^  		Epoch: 40 / 50 (took 2.548 sek)
145.---v  		Epoch: 41 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0762 
145.---^  		Epoch: 41 / 50 (took 2.499 sek)
146.---v  		Epoch: 42 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0746 
146.---^  		Epoch: 42 / 50 (took 2.468 sek)
147.---v  		Epoch: 43 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0762 
147.---^  		Epoch: 43 / 50 (took 2.499 sek)
148.---v  		Epoch: 44 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0768 
148.---^  		Epoch: 44 / 50 (took 2.511 sek)
149.---v  		Epoch: 45 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0731 
149.---^  		Epoch: 45 / 50 (took 2.453 sek)
150.---v  		Epoch: 46 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0743 
150.---^  		Epoch: 46 / 50 (took 2.506 sek)
151.---v  		Epoch: 47 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0785 
151.---^  		Epoch: 47 / 50 (took 2.472 sek)
152.---v  		Epoch: 48 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0731 
152.---^  		Epoch: 48 / 50 (took 2.42 sek)
153.---v  		Epoch: 49 / 50
Info     			Learnrate: 0.01 
Info     			error 0.0734 
153.---^  		Epoch: 49 / 50 (took 2.48 sek)
154.---v  		Epoch: 50 / 50
Info     			Learnrate: 0.01 
Info     			error 0.076 
154.---^  		Epoch: 50 / 50 (took 2.541 sek)
104.--^   	Pretraining  3. RBM (took 125.703 sek)
155.--v   	Pretraining  4. RBM
156.---v  		Epoch: 1 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1629 
156.---^  		Epoch: 1 / 50 (took 2.273 sek)
157.---v  		Epoch: 2 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1422 
157.---^  		Epoch: 2 / 50 (took 2.257 sek)
158.---v  		Epoch: 3 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1354 
158.---^  		Epoch: 3 / 50 (took 2.237 sek)
159.---v  		Epoch: 4 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1349 
159.---^  		Epoch: 4 / 50 (took 2.243 sek)
160.---v  		Epoch: 5 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1335 
160.---^  		Epoch: 5 / 50 (took 2.191 sek)
161.---v  		Epoch: 6 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1364 
161.---^  		Epoch: 6 / 50 (took 2.25 sek)
162.---v  		Epoch: 7 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1341 
162.---^  		Epoch: 7 / 50 (took 2.193 sek)
163.---v  		Epoch: 8 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1442 
163.---^  		Epoch: 8 / 50 (took 1.961 sek)
164.---v  		Epoch: 9 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1387 
164.---^  		Epoch: 9 / 50 (took 2.017 sek)
165.---v  		Epoch: 10 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1363 
165.---^  		Epoch: 10 / 50 (took 2.284 sek)
166.---v  		Epoch: 11 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1421 
166.---^  		Epoch: 11 / 50 (took 1.689 sek)
167.---v  		Epoch: 12 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1366 
167.---^  		Epoch: 12 / 50 (took 1.919 sek)
168.---v  		Epoch: 13 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1306 
168.---^  		Epoch: 13 / 50 (took 1.652 sek)
169.---v  		Epoch: 14 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1383 
169.---^  		Epoch: 14 / 50 (took 2.173 sek)
170.---v  		Epoch: 15 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1323 
170.---^  		Epoch: 15 / 50 (took 2.273 sek)
171.---v  		Epoch: 16 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1316 
171.---^  		Epoch: 16 / 50 (took 2.255 sek)
172.---v  		Epoch: 17 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1347 
172.---^  		Epoch: 17 / 50 (took 2.274 sek)
173.---v  		Epoch: 18 / 50
Info     			Learnrate: 0.01 
Info     			error 0.127 
173.---^  		Epoch: 18 / 50 (took 2.204 sek)
174.---v  		Epoch: 19 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1352 
174.---^  		Epoch: 19 / 50 (took 2.224 sek)
175.---v  		Epoch: 20 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1383 
175.---^  		Epoch: 20 / 50 (took 2.325 sek)
176.---v  		Epoch: 21 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1314 
176.---^  		Epoch: 21 / 50 (took 2.299 sek)
177.---v  		Epoch: 22 / 50
Info     			Learnrate: 0.01 
Info     			error 0.141 
177.---^  		Epoch: 22 / 50 (took 2.275 sek)
178.---v  		Epoch: 23 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1315 
178.---^  		Epoch: 23 / 50 (took 2.208 sek)
179.---v  		Epoch: 24 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1346 
179.---^  		Epoch: 24 / 50 (took 2.26 sek)
180.---v  		Epoch: 25 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1381 
180.---^  		Epoch: 25 / 50 (took 2.229 sek)
181.---v  		Epoch: 26 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1329 
181.---^  		Epoch: 26 / 50 (took 2.215 sek)
182.---v  		Epoch: 27 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1341 
182.---^  		Epoch: 27 / 50 (took 2.238 sek)
183.---v  		Epoch: 28 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1373 
183.---^  		Epoch: 28 / 50 (took 2.025 sek)
184.---v  		Epoch: 29 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1403 
184.---^  		Epoch: 29 / 50 (took 2.243 sek)
185.---v  		Epoch: 30 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1339 
185.---^  		Epoch: 30 / 50 (took 2.263 sek)
186.---v  		Epoch: 31 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1327 
186.---^  		Epoch: 31 / 50 (took 2.252 sek)
187.---v  		Epoch: 32 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1336 
187.---^  		Epoch: 32 / 50 (took 2.217 sek)
188.---v  		Epoch: 33 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1332 
188.---^  		Epoch: 33 / 50 (took 2.181 sek)
189.---v  		Epoch: 34 / 50
Info     			Learnrate: 0.01 
