,Bias_diff_0,Bias_diff_1,Bias_diff_2,Bias_diff_3,Bias_diff_4,Bias_diff_5,CD_abs_mean_0,CD_abs_mean_1,CD_abs_mean_2,CD_abs_mean_3,CD_abs_mean_4,Class_Error,Class_Error_Train_Data,Context_Error,Freerun_Steps,Layer_Activity_0,Layer_Activity_1,Layer_Activity_2,Layer_Activity_3,Layer_Activity_4,Layer_Activity_5,Layer_Diversity_0,Layer_Diversity_1,Layer_Diversity_2,Layer_Diversity_3,Layer_Diversity_4,Layer_Diversity_5,Learnrate,Recon_Error,Temperature,Test_Epoch,Train_Epoch,W_diff_0,W_diff_1,W_diff_2,W_diff_3,W_diff_4,W_mean_0,W_mean_1,W_mean_2,W_mean_3,W_mean_4
10,1.6463563952129334e-05,2.6815501769306138e-05,2.0979556211386807e-05,2.5067090973607264e-05,2.6909587177215144e-05,8.360468200407922e-06,2.77424693107605,6.958929061889648,6.962920188903809,1.845381259918213,5.3530731201171875,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009900990099009901,,0.01,,10,1.9959305063821375e-05,2.212497747677844e-05,1.583329685672652e-05,4.0535560401622206e-05,0.000242047623032704,0.7859681248664856,0.46948307752609253,0.36004897952079773,0.03432371839880943,0.012416604906320572
11,1.6238511307165027e-05,2.5738150725373998e-05,2.0787825633306056e-05,2.16819389606826e-05,2.3939461243571714e-05,1.9433551642578095e-05,3.094926357269287,7.725408554077148,7.065430164337158,2.03340744972229,5.490005970001221,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.001,,0.01,,11,1.9534427337930538e-05,2.1793634005007334e-05,1.459782652091235e-05,4.0190676372731104e-05,0.0002486988378223032,0.7973942160606384,0.47364234924316406,0.36175379157066345,0.03632373735308647,0.01351867988705635
12,1.5291585441445932e-05,2.591849806776736e-05,2.0381054127938114e-05,2.5243238269467838e-05,2.603611210361123e-05,1.5866542526055127e-05,2.903839111328125,7.339656829833984,6.647648334503174,1.9763405323028564,5.428292751312256,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009881422924901185,,0.01,,12,1.8861608623410575e-05,2.1861220375285484e-05,1.568029802001547e-05,3.969828685512766e-05,0.0002473460335750133,0.8085538744926453,0.47775179147720337,0.36344900727272034,0.03833471238613129,0.014617709442973137
13,1.4532534805766772e-05,2.8343047233647667e-05,2.0052202671649866e-05,2.351545299461577e-05,2.2242917111725546e-05,2.079127443721518e-05,2.7739665508270264,6.798435211181641,6.600338459014893,2.0124502182006836,5.410459995269775,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009871668311944718,,0.01,,13,1.8201282728114165e-05,2.182848947995808e-05,1.4921827641956042e-05,3.900945739587769e-05,0.00024581962497904897,0.8193976283073425,0.48183339834213257,0.365080863237381,0.04032992944121361,0.015710489824414253
14,1.4575775821867865e-05,2.4565129933762364e-05,2.067548302875366e-05,2.5060408006538637e-05,1.766283457982354e-05,7.702627044636756e-06,2.7659425735473633,7.778918743133545,7.108402252197266,2.2952663898468018,5.295180320739746,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009861932938856016,,0.01,,14,1.8083657778333873e-05,2.1373773051891476e-05,1.5651346984668635e-05,3.831415961030871e-05,0.0002441235992591828,0.8301723003387451,0.48583555221557617,0.36678189039230347,0.042285285890102386,0.01679566316306591
15,1.529754990770016e-05,2.4142507754731923e-05,2.1173127606743947e-05,2.3317101295106113e-05,2.6226829504594207e-05,2.158888673875481e-05,2.6781346797943115,6.562503814697266,6.403078556060791,1.8020704984664917,5.289097785949707,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009852216748768472,,0.01,,15,1.7647616914473474e-05,2.0757526726811193e-05,1.5033097952255048e-05,3.800390913966112e-05,0.00024238621699623764,0.8406938910484314,0.48973655700683594,0.3684295415878296,0.04430478811264038,0.017877209931612015
16,1.4328730685519986e-05,2.8408940124791116e-05,2.0634101019822992e-05,2.315050187462475e-05,2.4907243641791865e-05,3.2163516152650118e-06,2.8479740619659424,7.206125736236572,6.964459419250488,2.170046091079712,5.321407318115234,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.000984251968503937,,0.01,,16,1.7161219147965312e-05,2.178950308007188e-05,1.5199617337202653e-05,3.719431333593093e-05,0.0002405015256954357,0.8510134816169739,0.49372681975364685,0.3700907826423645,0.04628746956586838,0.018949734047055244
17,1.310765765083488e-05,2.4948241843958385e-05,2.085231608361937e-05,2.4110688173095696e-05,1.886792597360909e-05,9.143986972048879e-06,2.796722888946533,7.132515907287598,6.939841270446777,2.034280300140381,5.182884693145752,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009832841691248771,,0.01,,17,1.691777288215235e-05,2.122022124240175e-05,1.5356434232671745e-05,3.62492683052551e-05,0.0002383946266490966,0.8612244725227356,0.49758628010749817,0.3716453015804291,0.048189349472522736,0.020011967048048973
18,1.2953924851899501e-05,2.2227301087696105e-05,2.3016475097392686e-05,2.276704071846325e-05,2.1461502910824493e-05,9.37836739467457e-06,2.7747015953063965,6.739119529724121,6.8649444580078125,2.335158586502075,5.448010444641113,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009823182711198428,,0.01,,18,1.6714908269932494e-05,2.0967694581486285e-05,1.5649053239030764e-05,3.596214082790539e-05,0.0002364954852964729,0.8713266253471375,0.5013407468795776,0.3733014464378357,0.05012965947389603,0.021068232133984566
19,1.2858090485678986e-05,2.205902273999527e-05,2.039418541244231e-05,2.4596283765276894e-05,2.0064466298208572e-05,8.99467704584822e-06,2.8688361644744873,7.059545040130615,6.750481605529785,1.9356799125671387,5.203675270080566,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009813542688910696,,0.01,,19,1.6445281289634295e-05,2.001695793296676e-05,1.5503324902965687e-05,3.538063174346462e-05,0.00023419890203513205,0.8812893033027649,0.505073070526123,0.37494006752967834,0.05203516408801079,0.02211420238018036
20,1.320843966823304e-05,2.4427783500868827e-05,2.0317638700362295e-05,2.6764431822812185e-05,2.4578679585829377e-05,6.3507468439638615e-06,2.7226126194000244,6.666666507720947,7.051803112030029,2.5264170169830322,5.363539218902588,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.000980392156862745,,0.01,,20,1.6145988411153667e-05,2.0458013750612736e-05,1.5992101907613687e-05,3.500727325445041e-05,0.00023180802236311138,0.8910765647888184,0.5087916851043701,0.3764894902706146,0.05395902320742607,0.023151066154241562
21,1.3001532352063805e-05,2.2700312911183573e-05,2.0620653231162578e-05,2.670670801308006e-05,2.170470543205738e-05,1.5644007362425327e-05,2.8111398220062256,6.6978912353515625,6.564972400665283,2.183040142059326,5.351962089538574,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.001,,0.01,,21,1.6038675312302075e-05,2.0247072825441137e-05,1.6312411389662884e-05,3.465787449385971e-05,0.0002464308054186404,0.9007928371429443,0.5124754905700684,0.37807318568229675,0.05583767965435982,0.02425123006105423
22,1.2606406016857363e-05,2.2756532416678965e-05,2.1088309949846007e-05,2.556656727392692e-05,1.934461215569172e-05,1.433344732504338e-05,2.7631993293762207,7.748554229736328,7.0210065841674805,2.0985023975372314,5.530534744262695,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009784735812133072,,0.01,,22,1.5639625416952185e-05,2.013292942137923e-05,1.580974640091881e-05,3.3893455110955983e-05,0.0002437631192151457,0.9103482365608215,0.5161213278770447,0.37966153025627136,0.057687342166900635,0.02534019760787487
23,1.2646208233491052e-05,2.4611390472273342e-05,2.1401423509814776e-05,2.2994441678747535e-05,2.1318224753485993e-05,1.3734723324887455e-05,2.881460428237915,7.271854400634766,6.925426483154297,1.815279483795166,5.3115010261535645,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009775171065493646,,0.01,,23,1.544716360513121e-05,2.0450866941246204e-05,1.52110296767205e-05,3.359561014804058e-05,0.00024110535741783679,0.9198256731033325,0.5197331309318542,0.3812912404537201,0.05953348055481911,0.026418602094054222
24,1.2464756764529739e-05,2.273149038956035e-05,1.9167919163010083e-05,2.3991960915736854e-05,2.01917027879972e-05,1.0827556252479553e-05,2.7611143589019775,6.772760391235352,6.4638872146606445,2.3245725631713867,5.275219440460205,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009765625,,0.01,,24,1.5201684618659783e-05,1.9526860342011787e-05,1.4935214494471438e-05,3.277482755947858e-05,0.00023785287339705974,0.9291811585426331,0.5233919620513916,0.38283517956733704,0.061335403472185135,0.02748255990445614
25,1.251867251994554e-05,2.257400228700135e-05,2.041025618382264e-05,2.3382714061881416e-05,2.4450831915601157e-05,3.131790435872972e-06,2.719045877456665,7.046934604644775,6.406064987182617,2.1377744674682617,5.207931995391846,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.000975609756097561,,0.01,,25,1.5221148714772426e-05,1.988485200854484e-05,1.5283070752047934e-05,3.262850077589974e-05,0.00023520241666119546,0.9384620785713196,0.5269619226455688,0.3844109773635864,0.06313678622245789,0.028536120429635048
26,1.2125760804337915e-05,2.382025559199974e-05,1.8791652109939605e-05,2.4389630198129453e-05,1.6879708709893748e-05,1.0045783710666e-05,2.7349865436553955,6.860803127288818,7.042047023773193,2.0758562088012695,5.2027764320373535,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009746588693957114,,0.01,,26,1.4873644431645516e-05,1.9770435756072402e-05,1.5184411495283712e-05,3.1558196496916935e-05,0.00023266479547601193,0.9476242065429688,0.530572235584259,0.3859463632106781,0.06486508250236511,0.029576804488897324
27,1.184619395644404e-05,2.0275008864700794e-05,1.9897041056538e-05,2.4766110072960146e-05,1.8463755623088218e-05,9.546129149384797e-06,2.6670429706573486,6.4472222328186035,6.660435676574707,2.532334089279175,5.2746806144714355,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009737098344693282,,0.01,,27,1.4722911146236584e-05,1.928633173520211e-05,1.5669113054173067e-05,3.151912096654996e-05,0.00023000271175988019,0.9567144513130188,0.5341102480888367,0.38751229643821716,0.06659825146198273,0.03060603141784668
28,1.238826553162653e-05,2.1381349142757244e-05,1.9134246031171642e-05,2.3099470126908273e-05,2.3309326934395358e-05,5.4964766604825854e-06,2.9213433265686035,7.407941818237305,7.142250061035156,2.1307079792022705,4.7320380210876465,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009727626459143969,,0.01,,28,1.4689069757878315e-05,1.905631143017672e-05,1.5093874026206322e-05,3.093483246630058e-05,0.00022743102454114705,0.9657616019248962,0.5375921130180359,0.38912859559059143,0.06832302361726761,0.031626146286726
29,1.2676705409830902e-05,2.4265886167995632e-05,2.045715882559307e-05,2.4884142476366833e-05,2.172081804019399e-05,3.130990080535412e-06,2.661830425262451,6.763480186462402,6.6846513748168945,1.9677048921585083,4.8989763259887695,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009718172983479105,,0.01,,29,1.4404448847926687e-05,2.009111994993873e-05,1.59218288899865e-05,3.039957482542377e-05,0.000224160889047198,0.9746400713920593,0.5411748290061951,0.3907281160354614,0.07001616805791855,0.032631371170282364
30,1.1940995136683341e-05,1.979977241717279e-05,2.0511672119027935e-05,2.293277248099912e-05,2.310977470187936e-05,6.154892616905272e-06,2.5847668647766113,6.855299949645996,7.38200569152832,2.8738386631011963,5.161387920379639,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.000970873786407767,,0.01,,30,1.4513736459775828e-05,1.9209739548387006e-05,1.5129626262933016e-05,3.0091445296420716e-05,0.0002222780603915453,0.9835566878318787,0.5446639657020569,0.3922938108444214,0.07168269902467728,0.033628690987825394
31,1.1243813787586987e-05,2.1624649889417924e-05,2.1233232473605312e-05,2.3384016458294354e-05,1.7444626791984774e-05,2.0480569219216704e-05,2.7593395709991455,6.681962490081787,7.093323230743408,2.1526238918304443,5.4194655418396,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.001,,0.01,,31,1.4205530533217825e-05,1.949975012394134e-05,1.5413792425533757e-05,2.9734723284491338e-05,0.0002427038998575881,0.9923748970031738,0.5480989813804626,0.39385712146759033,0.07331573218107224,0.034712083637714386
32,1.2199655429867562e-05,2.1540321540669538e-05,1.982512912945822e-05,2.322243199159857e-05,1.949130637513008e-05,1.2250005966052413e-05,2.848097085952759,7.454108238220215,7.329955577850342,2.9167532920837402,6.599401950836182,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009689922480620155,,0.01,,32,1.2350471479294356e-05,1.902897383843083e-05,1.5148833881539758e-05,2.9492246540030465e-05,0.00023893995967227966,1.0,0.5515628457069397,0.39540666341781616,0.07494249194860458,0.035781875252723694
33,1.1919302778551355e-05,2.1068088244646788e-05,2.021793079620693e-05,2.3864555259933695e-05,1.9484239601297304e-05,5.511479685083032e-06,2.718123197555542,6.619210720062256,6.930363178253174,2.1334517002105713,5.030259609222412,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.000968054211035818,,0.01,,33,8.710558176971972e-06,1.9360311853233725e-05,1.5451547369593754e-05,2.9036111300229095e-05,0.0002353528543608263,1.0000001192092896,0.5549513697624207,0.39693158864974976,0.07653304189443588,0.03683597594499588
34,1.2138556485297158e-05,1.9352648450876586e-05,2.0406618205015548e-05,2.542850052122958e-05,2.0063220290467143e-05,1.0457253665663302e-05,2.60530161857605,7.268929481506348,7.2559943199157715,2.197877883911133,5.20590877532959,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009671179883945841,,0.01,,34,8.578081178711727e-06,1.8573893612483516e-05,1.608919774298556e-05,2.8498185201897286e-05,0.00023156471434049308,0.9999998807907104,0.5582491159439087,0.3984685242176056,0.07811236381530762,0.037873487919569016
35,1.3141795534465928e-05,2.267686795676127e-05,2.0618861526600085e-05,2.3851236619520932e-05,2.216219399997499e-05,1.2337302905507386e-05,2.7683699131011963,7.270544052124023,7.051786422729492,1.7818235158920288,4.989893436431885,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.000966183574879227,,0.01,,35,8.564754352846649e-06,1.9625600543804467e-05,1.550779961689841e-05,2.7868867618963122e-05,0.00022836693096905947,1.0000001192092896,0.5617002844810486,0.3999744951725006,0.07965392619371414,0.038897156715393066
36,1.2595310181495734e-05,2.4033291992964223e-05,2.004366797336843e-05,2.5314489903394133e-05,2.2015388822183013e-05,3.6044802982360125e-06,2.5110902786254883,6.817196369171143,6.7428107261657715,2.3250014781951904,4.873928070068359,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009652509652509653,,0.01,,36,8.405592780036386e-06,1.99635760509409e-05,1.587773658684455e-05,2.7862641218234785e-05,0.0002250953984912485,1.0,0.5651171207427979,0.4015132188796997,0.08120647072792053,0.03990691527724266
37,1.2680002328124829e-05,2.0328625396359712e-05,2.1870024283998646e-05,2.6072193577419966e-05,1.8580869436846115e-05,6.30656722933054e-06,2.737178325653076,6.948574542999268,7.041049480438232,2.185236692428589,4.844130516052246,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009643201542912247,,0.01,,37,8.353240446012933e-06,1.9270912162028253e-05,1.6680778571753763e-05,2.705420774873346e-05,0.0002223001793026924,1.0,0.568467915058136,0.4030593931674957,0.08269218355417252,0.040904413908720016
38,1.2598849025380332e-05,2.13528037420474e-05,2.1905767425778322e-05,2.5205476049450226e-05,2.158485585823655e-05,1.2348245945759118e-05,2.6630301475524902,6.873840808868408,6.548179626464844,2.3171374797821045,4.6528801918029785,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009633911368015414,,0.01,,38,8.289265679195523e-06,1.9562738089007325e-05,1.65140245371731e-05,2.6778807296068408e-05,0.0002196504210587591,1.0,0.571815550327301,0.40468916296958923,0.08418533951044083,0.041891686618328094
39,1.302079272136325e-05,2.0494357158895582e-05,1.949396937561687e-05,2.4051340005826205e-05,1.4989806004450656e-05,7.16115755494684e-06,2.772888660430908,7.055177688598633,6.688004493713379,1.9621013402938843,4.933880805969238,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009624639076034649,,0.01,,39,8.045525646593887e-06,1.9093991795671172e-05,1.545606028230395e-05,2.6204088499071077e-05,0.00021719359210692346,1.0,0.5752246379852295,0.40613996982574463,0.0856151431798935,0.04286690056324005
40,1.3875271179131232e-05,1.9619306840468198e-05,1.964445982594043e-05,2.3691647584200837e-05,1.4147046385915019e-05,1.5692348824813962e-06,2.6662683486938477,6.9266204833984375,7.404592990875244,2.00627064704895,4.777905464172363,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009615384615384616,,0.01,,40,8.120860911731143e-06,1.8678680135053582e-05,1.5644995073671453e-05,2.6092615371453576e-05,0.00021440065756905824,1.0000001192092896,0.5785757303237915,0.4077354073524475,0.08704748004674911,0.04382919892668724
41,1.3000433682464063e-05,2.028673952736426e-05,1.966571835509967e-05,2.5977218683692627e-05,1.877668000815902e-05,1.9656028598546982e-05,2.8276352882385254,7.148881435394287,6.9011549949646,1.7467942237854004,5.1294660568237305,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.001,,0.01,,41,7.853968782001175e-06,1.8938024368253537e-05,1.6470108676003292e-05,2.6377012545708567e-05,0.00023783076903782785,0.9999998211860657,0.5819482207298279,0.4093654155731201,0.08847729861736298,0.044891927391290665
42,1.306682861468289e-05,1.9870172764058225e-05,2.1039959392510355e-05,2.4991639293148182e-05,2.288757787027862e-05,1.521530793979764e-05,2.7921509742736816,7.28087854385376,7.683772087097168,2.0547919273376465,5.060420036315918,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009596928982725527,,0.01,,42,7.890359484008513e-06,1.9071980204898864e-05,1.632898420211859e-05,2.630743802001234e-05,0.00023382776998914778,1.0,0.5853261351585388,0.4109155833721161,0.0899345874786377,0.04594000428915024
43,1.2921899724460673e-05,2.0112529455218464e-05,1.8470946088200435e-05,2.616440542624332e-05,1.9447581507847644e-05,1.6870340914465487e-05,2.7536137104034424,6.752077579498291,7.001838207244873,2.020087480545044,4.793691158294678,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009587727708533077,,0.01,,43,7.783739420119673e-06,1.827498635975644e-05,1.5907051420072094e-05,2.5732815629453398e-05,0.00022884822101332247,0.9999998807907104,0.5886489748954773,0.41248849034309387,0.09134867042303085,0.04696527495980263
44,1.400299424858531e-05,2.219439011241775e-05,1.915755456138868e-05,2.735775342443958e-05,2.152684101019986e-05,9.172159479930997e-06,2.618885040283203,7.525010585784912,7.640140533447266,2.3715662956237793,5.204601287841797,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009578544061302681,,0.01,,44,7.635500878677703e-06,1.9208251615054905e-05,1.664214869379066e-05,2.5507637474220246e-05,0.00022489958791993558,1.0,0.5920629501342773,0.41406598687171936,0.09276288002729416,0.04797525331377983
45,1.4079961147217546e-05,2.1169602405279875e-05,2.1442858269438148e-05,2.599804793135263e-05,2.6291527319699526e-05,7.308597560040653e-06,2.7961761951446533,7.407897472381592,7.658241271972656,2.3901257514953613,5.289145469665527,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009569377990430622,,0.01,,45,7.810102943039965e-06,1.9108736523776315e-05,1.6533449525013566e-05,2.5441451725782827e-05,0.00022164583788253367,1.0000001192092896,0.595360517501831,0.415621280670166,0.0941672995686531,0.048972178250551224
46,1.4046171600057278e-05,1.9792756575043313e-05,2.1531639504246414e-05,2.2504562366520986e-05,2.0520912585197948e-05,5.8041769079864025e-06,2.7747278213500977,7.0799102783203125,7.276927947998047,2.4633378982543945,5.1759538650512695,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009560229445506692,,0.01,,46,7.61791898185038e-06,1.925835749716498e-05,1.585004065418616e-05,2.4843180653988384e-05,0.0002183604083256796,1.0,0.5986394882202148,0.4172002971172333,0.0955282673239708,0.04995407536625862
47,1.3701837815460749e-05,2.0379540728754364e-05,2.0610759747796692e-05,2.670969843165949e-05,2.0332983694970608e-05,1.2867007171735168e-05,2.6005704402923584,6.5895466804504395,7.439727783203125,2.1209957599639893,4.552292823791504,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009551098376313276,,0.01,,47,7.417844699375564e-06,1.8783126506605186e-05,1.676353349466808e-05,2.4268098059110343e-05,0.0002148869971279055,1.0,0.601971447467804,0.418727308511734,0.09688180685043335,0.05092128738760948
48,1.354377036477672e-05,2.1823445422342047e-05,1.797560616978444e-05,2.3743883502902463e-05,1.952284947037697e-05,5.2272225730121136e-06,2.6806540489196777,6.769958019256592,6.783030033111572,2.5130958557128906,4.95550537109375,,,,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009541984732824427,,0.01,,48,7.495300451410003e-06,1.8907761841546744e-05,1.5343828636105172e-05,2.3996793970582075e-05,0.00021227872639428824,1.0000001192092896,0.6053271889686584,0.4202877879142761,0.09820292890071869,0.05187761038541794
